Time,GeoType,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean mcg/m3
Winter 2014-15,CD,204,6,Highbridge and Concourse (CD4),10.33,11.19,10.67
Winter 2014-15,CD,205,6,Fordham and University Heights (CD5),10.42,11.47,10.85
Winter 2014-15,CD,206,6,Belmont and East Tremont (CD6),9.92,11.15,10.44
Winter 2014-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),10.13,10.74,10.37
Winter 2014-15,CD,208,6,Riverdale and Fieldston (CD8),9.81,10.76,10.15
Winter 2014-15,CD,209,6,Parkchester and Soundview (CD9),9.05,10.76,9.95
Winter 2014-15,CD,210,6,Throgs Neck and Co-op City (CD10),9.08,10.94,9.89
Winter 2014-15,CD,211,6,Morris Park and Bronxdale (CD11),9.67,10.14,9.9
Winter 2014-15,CD,212,6,Williamsbridge and Baychester (CD12),9.77,10.72,10.09
Winter 2014-15,CD,301,6,Greenpoint and Williamsburg (CD1),10.07,11.91,10.91
Winter 2014-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.43,10.82,10.03
Winter 2014-15,CD,303,6,Bedford Stuyvesant (CD3),8.84,9.94,9.31
Winter 2014-15,CD,304,6,Bushwick (CD4),8.74,10.59,9.37
Winter 2014-15,CD,305,6,East New York and Starrett City (CD5),8.35,10.21,9.05
Winter 2014-15,CD,306,6,Park Slope and Carroll Gardens (CD6),9.19,11.07,10.03
Winter 2014-15,CD,307,6,Sunset Park (CD7),8.72,10.81,9.73
Winter 2014-15,CD,308,6,Crown Heights and Prospect Heights (CD8),8.85,9.54,9.15
Winter 2014-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.74,9.1,8.94
Winter 2014-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.3,9.46,8.74
Winter 2014-15,CD,311,6,Bensonhurst (CD11),8.17,8.59,8.37
Winter 2014-15,CD,312,6,Borough Park (CD12),8.46,8.94,8.73
Winter 2014-15,CD,313,6,Coney Island (CD13),7.79,8.27,8.04
Winter 2014-15,CD,314,6,Flatbush and Midwood (CD14),8.35,9.11,8.68
Winter 2014-15,CD,315,6,Sheepshead Bay (CD15),7.73,8.53,8.12
Winter 2014-15,CD,316,6,Brownsville (CD16),8.74,10.16,9.21
Winter 2014-15,CD,317,6,East Flatbush (CD17),8.59,9.46,8.98
Winter 2014-15,CD,318,6,Flatlands and Canarsie (CD18),7.74,9.22,8.35
Winter 2014-15,CD,401,6,Long Island City and Astoria (CD1),8.9,10.44,9.74
Winter 2014-15,CD,402,6,Woodside and Sunnyside (CD2),9.68,12.32,10.9
Winter 2014-15,CD,403,6,Jackson Heights (CD3),8.9,9.48,9.15
Winter 2014-15,CD,404,6,Elmhurst and Corona (CD4),9.07,10.01,9.46
Winter 2014-15,CD,405,6,Ridgewood and Maspeth (CD5),8.55,11.13,9.45
Winter 2014-15,CD,406,6,Rego Park and Forest Hills (CD6),8.67,9.91,9.17
Winter 2014-15,CD,407,6,Flushing and Whitestone (CD7),8.68,10.21,9.27
Winter 2014-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),8.46,9.23,8.76
Winter 2014-15,CD,409,6,Kew Gardens and Woodhaven (CD9),8.43,9.35,8.82
Winter 2014-15,CD,410,6,South Ozone Park and Howard Beach (CD10),7.89,8.8,8.3
Winter 2014-15,CD,411,6,Bayside and Little Neck (CD11),8.42,9.45,8.8
Winter 2014-15,CD,412,6,Jamaica and Hollis (CD12),8.16,9.18,8.6
Winter 2014-15,CD,413,6,Queens Village (CD13),7.86,8.59,8.23
Winter 2014-15,CD,414,6,Rockaway and Broad Channel (CD14),7.28,7.52,7.39
Winter 2014-15,CD,501,6,St. George and Stapleton (CD1),8.33,9.27,8.72
Winter 2014-15,CD,502,6,South Beach and Willowbrook (CD2),7.97,9.43,8.51
Winter 2014-15,CD,503,6,Tottenville and Great Kills (CD3),7.71,8.52,8.06
Winter 2014-15,UHF42,101,4,Kingsbridge - Riverdale,9.81,10.83,10.16
Winter 2014-15,UHF42,102,4,Northeast Bronx,9.73,11.05,10.14
Winter 2014-15,UHF42,103,4,Fordham - Bronx Pk,9.84,10.55,10.16
Winter 2014-15,UHF42,104,4,Pelham - Throgs Neck,9.1,10.67,9.87
Winter 2014-15,UHF42,105,4,Crotona -Tremont,10.03,11.28,10.65
Winter 2014-15,UHF42,106,4,High Bridge - Morrisania,10.1,11.06,10.55
Winter 2014-15,UHF42,107,4,Hunts Point - Mott Haven,8.86,11.85,10.51
Winter 2014-15,UHF42,201,4,Greenpoint,10.2,11.62,10.85
Winter 2014-15,UHF42,202,4,Downtown - Heights - Slope,9.32,10.98,10.05
Winter 2014-15,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.78,9.55,9.14
Winter 2014-15,UHF42,204,4,East New York,8.47,10.22,9.12
Winter 2014-15,UHF42,205,4,Sunset Park,8.63,10.76,9.64
Winter 2014-15,UHF42,206,4,Borough Park,8.42,8.98,8.7
Winter 2014-15,UHF42,207,4,East Flatbush - Flatbush,8.49,9.17,8.84
Winter 2014-15,UHF42,208,4,Canarsie - Flatlands,7.75,9.39,8.39
Winter 2014-15,UHF42,209,4,Bensonhurst - Bay Ridge,8.13,9.08,8.48
Winter 2014-15,UHF42,210,4,Coney Island - Sheepshead Bay,7.77,8.45,8.1
Winter 2014-15,UHF42,211,4,Williamsburg - Bushwick,8.87,11.81,9.96
Winter 2014-15,UHF42,301,4,Washington Heights,9.88,10.99,10.29
Winter 2014-15,UHF42,302,4,Central Harlem - Morningside Heights,10.02,10.46,10.23
Winter 2014-15,UHF42,303,4,East Harlem,10.03,10.61,10.33
Winter 2014-15,UHF42,304,4,Upper West Side,10.28,10.81,10.57
Winter 2014-15,UHF42,305,4,Upper East Side,10.13,11.75,11.05
Winter 2014-15,UHF42,306,4,Chelsea - Clinton,10.53,13.68,12.11
Winter 2014-15,UHF42,307,4,Gramercy Park - Murray Hill,11.2,13.71,12.55
Winter 2014-15,UHF42,308,4,Greenwich Village - SoHo,10.4,11.42,11.01
Winter 2014-15,UHF42,309,4,Union Square - Lower East Side,9.44,11.63,10.46
Winter 2014-15,UHF42,310,4,Lower Manhattan,10.51,11.3,10.94
Winter 2014-15,UHF42,401,4,Long Island City - Astoria,9.53,11.94,10.44
Winter 2014-15,UHF42,402,4,West Queens,9,11.77,9.87
Winter 2014-15,UHF42,403,4,Flushing - Clearview,8.67,10.17,9.23
Winter 2014-15,UHF42,404,4,Bayside - Little Neck,8.42,9.58,8.81
Winter 2014-15,UHF42,405,4,Ridgewood - Forest Hills,8.56,9.74,9.09
Winter 2014-15,UHF42,406,4,Fresh Meadows,8.47,9.34,8.81
Winter 2014-15,UHF42,407,4,Southwest Queens,7.97,9.05,8.51
Winter 2014-15,UHF42,408,4,Jamaica,8.18,9.14,8.63
Winter 2014-15,UHF42,409,4,Southeast Queens,7.86,8.54,8.23
Winter 2014-15,UHF42,410,4,Rockaways,7.28,7.52,7.4
Winter 2014-15,UHF42,501,4,Port Richmond,8.47,9.63,8.97
Winter 2014-15,UHF42,502,4,Stapleton - St. George,7.98,8.71,8.36
Winter 2014-15,UHF42,503,4,Willowbrook,8.07,10.04,8.75
Winter 2014-15,UHF42,504,4,South Beach - Tottenville,7.71,8.46,8.05
Winter 2014-15,UHF34,101,3,Kingsbridge - Riverdale,9.81,10.83,10.16
Winter 2014-15,UHF34,102,3,Northeast Bronx,9.73,11.05,10.14
Winter 2014-15,UHF34,103,3,Fordham - Bronx Park,9.84,10.55,10.16
Winter 2014-15,UHF34,104,3,Pelham - Throgs Neck,9.1,10.67,9.87
Winter 2014-15,UHF34,201,3,Greenpoint,10.2,11.62,10.85
Winter 2014-15,UHF34,202,3,Downtown - Heights - Slope,9.32,10.98,10.05
Winter 2014-15,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.78,9.55,9.14
Winter 2014-15,UHF34,204,3,East New York,8.47,10.22,9.12
Winter 2014-15,UHF34,205,3,Sunset Park,8.63,10.76,9.64
Winter 2014-15,UHF34,206,3,Borough Park,8.42,8.98,8.7
Winter 2014-15,UHF34,207,3,East Flatbush - Flatbush,8.49,9.17,8.84
Winter 2014-15,UHF34,208,3,Canarsie - Flatlands,7.75,9.39,8.39
Winter 2014-15,UHF34,209,3,Bensonhurst - Bay Ridge,8.13,9.08,8.48
Winter 2014-15,UHF34,210,3,Coney Island - Sheepshead Bay,7.77,8.45,8.1
Winter 2014-15,UHF34,211,3,Williamsburg - Bushwick,8.87,11.81,9.96
Winter 2014-15,UHF34,301,3,Washington Heights - Inwood,9.88,10.99,10.29
Winter 2014-15,UHF34,302,3,Central Harlem - Morningside Heights,10.02,10.46,10.23
Winter 2014-15,UHF34,303,3,East Harlem,10.03,10.61,10.33
Winter 2014-15,UHF34,304,3,Upper West Side,10.28,10.81,10.57
Winter 2014-15,UHF34,401,3,Long Island City - Astoria,9.53,11.94,10.44
Winter 2014-15,UHF34,402,3,West Queens,9,11.77,9.87
Winter 2014-15,UHF34,403,3,Flushing - Clearview,8.67,10.17,9.23
Winter 2014-15,UHF34,405,3,Ridgewood - Forest Hills,8.56,9.74,9.09
Winter 2014-15,UHF34,407,3,Southwest Queens,7.98,9.05,8.51
Winter 2014-15,UHF34,408,3,Jamaica,8.18,9.14,8.63
Winter 2014-15,UHF34,409,3,Southeast Queens,7.86,8.54,8.23
Winter 2014-15,UHF34,410,3,Rockaway,7.28,7.52,7.4
Winter 2014-15,UHF34,305307,3,Upper East Side - Gramercy,10.43,13.3,11.75
Winter 2014-15,UHF34,306308,3,Chelsea - Village,10.46,13.39,11.74
Winter 2014-15,UHF34,309310,3,"Union Square, Lower Manhattan",9.5,11.5,10.61
Winter 2014-15,UHF34,404406,3,Bayside - Meadows,8.43,9.44,8.82
Winter 2014-15,UHF34,501502,3,Northern SI,8.02,9.13,8.57
Winter 2014-15,UHF34,503504,3,Southern SI,7.74,9.12,8.31
Winter 2014-15,UHF34,105106107,3,South Bronx,9.88,11.48,10.57
Winter 2014-15,Borough,1,1,Bronx,9.51,11.06,10.21
Winter 2014-15,Borough,2,1,Brooklyn,8.01,10.44,9.03
Winter 2014-15,Borough,3,1,Manhattan,10,12.53,10.93
Winter 2014-15,Borough,4,1,Queens,7.9,9.94,8.89
Winter 2014-15,Borough,5,1,Staten Island,7.78,9.13,8.39
Winter 2014-15,Citywide,1,0,New York City,7.9147,10.6816,9.1446
Annual Average 2014,CD,101,6,Financial District (CD1),10.83,11.78,11.37
Annual Average 2014,CD,102,6,Greenwich Village and Soho (CD2),10.29,11.76,11.23
Annual Average 2014,CD,103,6,Lower East Side and Chinatown (CD3),9.26,11.5,10.31
Annual Average 2014,CD,104,6,Clinton and Chelsea (CD4),10.1,13.14,11.62
Annual Average 2014,CD,105,6,Midtown (CD5),12.91,15.4,14.19
Annual Average 2014,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),10.44,14.08,12.37
Annual Average 2014,CD,107,6,Upper West Side (CD7),10.04,10.77,10.42
Annual Average 2014,CD,108,6,Upper East Side (CD8),10.01,12.15,11.18
Annual Average 2014,CD,109,6,Morningside Heights and Hamilton Heights (CD9),9.45,10.2,9.77
Annual Average 2014,CD,110,6,Central Harlem (CD10),9.43,10,9.67
Annual Average 2014,CD,111,6,East Harlem (CD11),9.47,10.25,9.82
Annual Average 2014,CD,112,6,Washington Heights and Inwood (CD12),8.81,10.41,9.46
Annual Average 2014,CD,201,6,Mott Haven and Melrose (CD1),9.51,10.93,10.11
Annual Average 2014,CD,202,6,Hunts Point and Longwood (CD2),8.57,11.18,9.96
Annual Average 2014,CD,203,6,Morrisania and Crotona (CD3),9.14,9.88,9.49
Annual Average 2014,CD,204,6,Highbridge and Concourse (CD4),9.66,10.44,9.99
Annual Average 2014,CD,205,6,Fordham and University Heights (CD5),9.64,10.69,10.07
Annual Average 2014,CD,206,6,Belmont and East Tremont (CD6),9.01,10.26,9.56
Annual Average 2014,CD,207,6,Kingsbridge Heights and Bedford (CD7),9.16,9.91,9.48
Annual Average 2014,CD,208,6,Riverdale and Fieldston (CD8),8.51,9.75,9
Annual Average 2014,CD,209,6,Parkchester and Soundview (CD9),8.23,9.91,9.12
Annual Average 2014,CD,210,6,Throgs Neck and Co-op City (CD10),8.14,9.92,8.92
Annual Average 2014,CD,211,6,Morris Park and Bronxdale (CD11),8.65,9.17,8.92
Annual Average 2014,CD,212,6,Williamsbridge and Baychester (CD12),8.6,9.51,8.91
Annual Average 2014,CD,301,6,Greenpoint and Williamsburg (CD1),9.86,11.62,10.64
Annual Average 2014,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.41,10.78,10.01
Annual Average 2014,CD,303,6,Bedford Stuyvesant (CD3),8.8,9.86,9.27
Annual Average 2014,CD,304,6,Bushwick (CD4),8.61,10.43,9.25
Annual Average 2014,CD,305,6,East New York and Starrett City (CD5),8.23,10.14,8.99
Annual Average 2014,CD,306,6,Park Slope and Carroll Gardens (CD6),9.12,10.92,9.95
Annual Average 2014,CD,307,6,Sunset Park (CD7),8.7,10.75,9.7
Annual Average 2014,CD,308,6,Crown Heights and Prospect Heights (CD8),8.91,9.57,9.2
Annual Average 2014,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.83,9.21,9.04
Annual Average 2014,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.38,9.55,8.83
Annual Average 2014,CD,311,6,Bensonhurst (CD11),8.39,8.79,8.57
Annual Average 2014,CD,312,6,Borough Park (CD12),8.64,9.08,8.89
Annual Average 2014,CD,313,6,Coney Island (CD13),8.02,8.62,8.32
Annual Average 2014,CD,314,6,Flatbush and Midwood (CD14),8.56,9.29,8.88
Annual Average 2014,CD,315,6,Sheepshead Bay (CD15),7.98,8.8,8.39
Annual Average 2014,CD,316,6,Brownsville (CD16),8.75,10.17,9.21
Annual Average 2014,CD,317,6,East Flatbush (CD17),8.69,9.55,9.07
Annual Average 2014,CD,318,6,Flatlands and Canarsie (CD18),7.9,9.27,8.46
Annual Average 2014,CD,401,6,Long Island City and Astoria (CD1),8.15,10,9.2
Annual Average 2014,CD,402,6,Woodside and Sunnyside (CD2),9.31,11.9,10.5
Annual Average 2014,CD,403,6,Jackson Heights (CD3),8.31,9.09,8.7
Annual Average 2014,CD,404,6,Elmhurst and Corona (CD4),8.68,9.71,9.15
Annual Average 2014,CD,405,6,Ridgewood and Maspeth (CD5),8.27,10.79,9.16
Annual Average 2014,CD,406,6,Rego Park and Forest Hills (CD6),8.44,9.66,8.95
Annual Average 2014,CD,407,6,Flushing and Whitestone (CD7),8.09,9.6,8.69
Annual Average 2014,CD,408,6,Hillcrest and Fresh Meadows (CD8),8.12,8.87,8.44
Annual Average 2014,CD,409,6,Kew Gardens and Woodhaven (CD9),8.27,9.17,8.65
Annual Average 2014,CD,410,6,South Ozone Park and Howard Beach (CD10),7.86,8.69,8.22
Annual Average 2014,CD,411,6,Bayside and Little Neck (CD11),7.91,8.94,8.29
Annual Average 2014,CD,412,6,Jamaica and Hollis (CD12),8,9.01,8.45
Annual Average 2014,CD,413,6,Queens Village (CD13),7.76,8.42,8.03
Annual Average 2014,CD,414,6,Rockaway and Broad Channel (CD14),7.58,7.82,7.69
Annual Average 2014,CD,501,6,St. George and Stapleton (CD1),8.24,9.06,8.61
Annual Average 2014,CD,502,6,South Beach and Willowbrook (CD2),8.01,9.28,8.49
Annual Average 2014,CD,503,6,Tottenville and Great Kills (CD3),7.93,8.65,8.22
Annual Average 2014,UHF42,101,4,Kingsbridge - Riverdale,8.5,9.83,9
Annual Average 2014,UHF42,102,4,Northeast Bronx,8.6,9.89,9
Annual Average 2014,UHF42,103,4,Fordham - Bronx Pk,8.71,9.75,9.19
Annual Average 2014,UHF42,104,4,Pelham - Throgs Neck,8.17,9.76,8.97
Annual Average 2014,UHF42,105,4,Crotona -Tremont,9.17,10.46,9.82
Annual Average 2014,UHF42,106,4,High Bridge - Morrisania,9.4,10.38,9.87
Annual Average 2014,UHF42,107,4,Hunts Point - Mott Haven,8.12,11.06,9.75
Annual Average 2014,UHF42,201,4,Greenpoint,9.94,11.26,10.54
Annual Average 2014,UHF42,202,4,Downtown - Heights - Slope,9.2,10.88,9.99
Annual Average 2014,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.8,9.56,9.16
Annual Average 2014,UHF42,204,4,East New York,8.33,10.16,9.04
Annual Average 2014,UHF42,205,4,Sunset Park,8.62,10.71,9.63
Annual Average 2014,UHF42,206,4,Borough Park,8.62,9.09,8.87
Annual Average 2014,UHF42,207,4,East Flatbush - Flatbush,8.64,9.28,8.97
Annual Average 2014,UHF42,208,4,Canarsie - Flatlands,7.91,9.42,8.48
Annual Average 2014,UHF42,209,4,Bensonhurst - Bay Ridge,8.3,9.17,8.62
Annual Average 2014,UHF42,210,4,Coney Island - Sheepshead Bay,8.01,8.74,8.37
Annual Average 2014,UHF42,211,4,Williamsburg - Bushwick,8.81,11.57,9.84
Annual Average 2014,UHF42,301,4,Washington Heights,8.87,10.23,9.49
Annual Average 2014,UHF42,302,4,Central Harlem - Morningside Heights,9.46,10.11,9.73
Annual Average 2014,UHF42,303,4,East Harlem,9.46,10.28,9.84
Annual Average 2014,UHF42,304,4,Upper West Side,10.04,10.77,10.42
Annual Average 2014,UHF42,305,4,Upper East Side,10,12.07,11.15
Annual Average 2014,UHF42,306,4,Chelsea - Clinton,10.34,14.83,12.53
Annual Average 2014,UHF42,307,4,Gramercy Park - Murray Hill,11.42,14.92,13.23
Annual Average 2014,UHF42,308,4,Greenwich Village - SoHo,10.3,11.68,11.17
Annual Average 2014,UHF42,309,4,Union Square - Lower East Side,9.29,11.97,10.53
Annual Average 2014,UHF42,310,4,Lower Manhattan,10.85,11.8,11.36
Annual Average 2014,UHF42,401,4,Long Island City - Astoria,9.02,11.52,9.98
Annual Average 2014,UHF42,402,4,West Queens,8.53,11.34,9.47
Annual Average 2014,UHF42,403,4,Flushing - Clearview,8.09,9.56,8.65
Annual Average 2014,UHF42,404,4,Bayside - Little Neck,7.88,9.07,8.31
Annual Average 2014,UHF42,405,4,Ridgewood - Forest Hills,8.29,9.47,8.85
Annual Average 2014,UHF42,406,4,Fresh Meadows,8.08,8.91,8.43
Annual Average 2014,UHF42,407,4,Southwest Queens,7.94,8.89,8.39
Annual Average 2014,UHF42,408,4,Jamaica,8.02,8.98,8.46
Annual Average 2014,UHF42,409,4,Southeast Queens,7.76,8.31,8.02
Annual Average 2014,UHF42,410,4,Rockaways,7.58,7.82,7.69
Annual Average 2014,UHF42,501,4,Port Richmond,8.35,9.38,8.79
Annual Average 2014,UHF42,502,4,Stapleton - St. George,8.02,8.64,8.34
Annual Average 2014,UHF42,503,4,Willowbrook,8.08,9.84,8.68
Annual Average 2014,UHF42,504,4,South Beach - Tottenville,7.93,8.56,8.2
Annual Average 2014,UHF34,101,3,Kingsbridge - Riverdale,8.5,9.83,9
Annual Average 2014,UHF34,102,3,Northeast Bronx,8.6,9.89,9
Annual Average 2014,UHF34,103,3,Fordham - Bronx Park,8.71,9.75,9.19
Annual Average 2014,UHF34,104,3,Pelham - Throgs Neck,8.17,9.76,8.97
Annual Average 2014,UHF34,201,3,Greenpoint,9.94,11.26,10.54
Annual Average 2014,UHF34,202,3,Downtown - Heights - Slope,9.2,10.88,9.99
Annual Average 2014,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.8,9.56,9.16
Annual Average 2014,UHF34,204,3,East New York,8.33,10.16,9.04
Annual Average 2014,UHF34,205,3,Sunset Park,8.62,10.71,9.63
Annual Average 2014,UHF34,206,3,Borough Park,8.62,9.09,8.87
Annual Average 2014,UHF34,207,3,East Flatbush - Flatbush,8.64,9.28,8.97
Annual Average 2014,UHF34,208,3,Canarsie - Flatlands,7.91,9.42,8.48
Annual Average 2014,UHF34,209,3,Bensonhurst - Bay Ridge,8.3,9.17,8.62
Annual Average 2014,UHF34,210,3,Coney Island - Sheepshead Bay,8.01,8.74,8.37
Annual Average 2014,UHF34,211,3,Williamsburg - Bushwick,8.81,11.57,9.84
Annual Average 2014,UHF34,301,3,Washington Heights - Inwood,8.87,10.23,9.49
Annual Average 2014,UHF34,302,3,Central Harlem - Morningside Heights,9.46,10.11,9.73
Annual Average 2014,UHF34,303,3,East Harlem,9.46,10.28,9.84
Annual Average 2014,UHF34,304,3,Upper West Side,10.04,10.77,10.42
Annual Average 2014,UHF34,401,3,Long Island City - Astoria,9.02,11.52,9.98
Annual Average 2014,UHF34,402,3,West Queens,8.53,11.34,9.47
Annual Average 2014,UHF34,403,3,Flushing - Clearview,8.09,9.56,8.64
Annual Average 2014,UHF34,405,3,Ridgewood - Forest Hills,8.29,9.47,8.85
Annual Average 2014,UHF34,407,3,Southwest Queens,7.94,8.89,8.39
Annual Average 2014,UHF34,408,3,Jamaica,8.02,8.98,8.46
Annual Average 2014,UHF34,409,3,Southeast Queens,7.76,8.31,8.02
Annual Average 2014,UHF34,410,3,Rockaway,7.58,7.82,7.69
Annual Average 2014,UHF34,305307,3,Upper East Side - Gramercy,10.38,14.31,12.13
Annual Average 2014,UHF34,306308,3,Chelsea - Village,10.32,14.41,12.08
Annual Average 2014,UHF34,309310,3,"Union Square, Lower Manhattan",9.36,11.84,10.79
Annual Average 2014,UHF34,404406,3,Bayside - Meadows,7.94,8.97,8.36
Annual Average 2014,UHF34,501502,3,Northern SI,8.05,9,8.5
Annual Average 2014,UHF34,503504,3,Southern SI,7.96,9.04,8.38
Annual Average 2014,UHF34,105106107,3,South Bronx,9.04,10.69,9.8
Annual Average 2014,Borough,1,1,Bronx,8.51,10.18,9.27
Annual Average 2014,Borough,2,1,Brooklyn,8.18,10.32,9.09
Annual Average 2014,Borough,3,1,Manhattan,9.36,13.1,10.85
Annual Average 2014,Borough,4,1,Queens,7.82,9.5,8.6
Annual Average 2014,Borough,5,1,Staten Island,7.98,9.02,8.41
Annual Average 2014,Citywide,1,0,New York City,7.99,10.27,8.93
Summer 2014,CD,101,6,Financial District (CD1),10.45,11.3,10.92
Summer 2014,CD,102,6,Greenwich Village and Soho (CD2),10,11.31,10.82
Summer 2014,CD,103,6,Lower East Side and Chinatown (CD3),9.08,11.12,10.04
Summer 2014,CD,104,6,Clinton and Chelsea (CD4),9.76,12.4,11.09
Summer 2014,CD,105,6,Midtown (CD5),12.13,14.19,13.17
Summer 2014,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),10.06,13.09,11.68
Summer 2014,CD,107,6,Upper West Side (CD7),9.44,10.15,9.79
Summer 2014,CD,108,6,Upper East Side (CD8),9.45,11.35,10.46
Summer 2014,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.91,9.52,9.17
Summer 2014,CD,110,6,Central Harlem (CD10),8.84,9.33,9.05
Summer 2014,CD,111,6,East Harlem (CD11),8.92,9.63,9.25
Summer 2014,CD,112,6,Washington Heights and Inwood (CD12),8.39,9.83,8.94
Summer 2014,CD,201,6,Mott Haven and Melrose (CD1),8.94,10.42,9.57
Summer 2014,CD,202,6,Hunts Point and Longwood (CD2),8.1,10.67,9.45
Summer 2014,CD,203,6,Morrisania and Crotona (CD3),8.6,9.35,8.94
Summer 2014,CD,204,6,Highbridge and Concourse (CD4),9.05,9.86,9.39
Summer 2014,CD,205,6,Fordham and University Heights (CD5),9.08,10.12,9.5
Summer 2014,CD,206,6,Belmont and East Tremont (CD6),8.54,9.75,9.07
Summer 2014,CD,207,6,Kingsbridge Heights and Bedford (CD7),8.74,9.38,9
Summer 2014,CD,208,6,Riverdale and Fieldston (CD8),8.25,9.32,8.65
Summer 2014,CD,209,6,Parkchester and Soundview (CD9),7.76,9.42,8.63
Summer 2014,CD,210,6,Throgs Neck and Co-op City (CD10),7.81,9.56,8.56
Summer 2014,CD,211,6,Morris Park and Bronxdale (CD11),8.3,8.78,8.53
Summer 2014,CD,212,6,Williamsbridge and Baychester (CD12),8.33,9.27,8.64
Summer 2014,CD,301,6,Greenpoint and Williamsburg (CD1),9.7,11.43,10.46
Summer 2014,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.27,10.62,9.86
Summer 2014,CD,303,6,Bedford Stuyvesant (CD3),8.6,9.7,9.09
Summer 2014,CD,304,6,Bushwick (CD4),8.39,10.22,9.03
Summer 2014,CD,305,6,East New York and Starrett City (CD5),7.97,9.88,8.73
Summer 2014,CD,306,6,Park Slope and Carroll Gardens (CD6),9.04,10.86,9.86
Summer 2014,CD,307,6,Sunset Park (CD7),8.57,10.6,9.55
Summer 2014,CD,308,6,Crown Heights and Prospect Heights (CD8),8.71,9.41,9.02
Summer 2014,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.63,9.02,8.84
Summer 2014,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.06,9.23,8.51
Summer 2014,CD,311,6,Bensonhurst (CD11),8.01,8.47,8.22
Summer 2014,CD,312,6,Borough Park (CD12),8.35,8.85,8.63
Summer 2014,CD,313,6,Coney Island (CD13),7.6,8.18,7.9
Summer 2014,CD,314,6,Flatbush and Midwood (CD14),8.27,9.05,8.61
Summer 2014,CD,315,6,Sheepshead Bay (CD15),7.64,8.44,8.03
Summer 2014,CD,316,6,Brownsville (CD16),8.52,9.94,8.99
Summer 2014,CD,317,6,East Flatbush (CD17),8.49,9.32,8.86
Summer 2014,CD,318,6,Flatlands and Canarsie (CD18),7.63,9.05,8.21
Summer 2014,CD,401,6,Long Island City and Astoria (CD1),7.7,9.61,8.76
Summer 2014,CD,402,6,Woodside and Sunnyside (CD2),8.91,11.61,10.17
Summer 2014,CD,403,6,Jackson Heights (CD3),7.85,8.58,8.2
Summer 2014,CD,404,6,Elmhurst and Corona (CD4),8.2,9.23,8.66
Summer 2014,CD,405,6,Ridgewood and Maspeth (CD5),7.98,10.53,8.87
Summer 2014,CD,406,6,Rego Park and Forest Hills (CD6),8.02,9.18,8.48
Summer 2014,CD,407,6,Flushing and Whitestone (CD7),7.67,9.12,8.23
Summer 2014,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.73,8.45,8.03
Summer 2014,CD,409,6,Kew Gardens and Woodhaven (CD9),7.92,8.8,8.28
Summer 2014,CD,410,6,South Ozone Park and Howard Beach (CD10),7.59,8.38,7.91
Summer 2014,CD,411,6,Bayside and Little Neck (CD11),7.58,8.58,7.94
Summer 2014,CD,412,6,Jamaica and Hollis (CD12),7.68,8.62,8.11
Summer 2014,CD,413,6,Queens Village (CD13),7.49,8.13,7.74
Summer 2014,CD,414,6,Rockaway and Broad Channel (CD14),7.22,7.5,7.36
Summer 2014,CD,501,6,St. George and Stapleton (CD1),7.78,8.58,8.16
Summer 2014,CD,502,6,South Beach and Willowbrook (CD2),7.44,8.74,7.93
Summer 2014,CD,503,6,Tottenville and Great Kills (CD3),7.29,8.03,7.59
Summer 2014,UHF42,101,4,Kingsbridge - Riverdale,8.24,9.39,8.65
Summer 2014,UHF42,102,4,Northeast Bronx,8.31,9.61,8.71
Summer 2014,UHF42,103,4,Fordham - Bronx Pk,8.4,9.2,8.76
Summer 2014,UHF42,104,4,Pelham - Throgs Neck,7.82,9.32,8.55
Summer 2014,UHF42,105,4,Crotona -Tremont,8.67,9.92,9.29
Summer 2014,UHF42,106,4,High Bridge - Morrisania,8.82,9.81,9.27
Summer 2014,UHF42,107,4,Hunts Point - Mott Haven,7.61,7.66,7.64
Summer 2014,UHF42,201,4,Greenpoint,9.8,11.07,10.37
Summer 2014,UHF42,202,4,Downtown - Heights - Slope,9.11,10.77,9.87
Summer 2014,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.59,9.4,8.97
Summer 2014,UHF42,204,4,East New York,7.94,8.26,8.08
Summer 2014,UHF42,205,4,Sunset Park,8.47,10.56,9.45
Summer 2014,UHF42,206,4,Borough Park,8.32,8.88,8.6
