Time,GeoType,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean mcg/m3
Annual Average 2021,CD,101,6,Financial District (CD1),7.287805413,7.989242644,7.656623364
Annual Average 2021,CD,102,6,Greenwich Village and Soho (CD2),7.998246348,9.043199902,8.468254027
Annual Average 2021,CD,103,6,Lower East Side and Chinatown (CD3),6.80115622,8.641081218,7.609039459
Annual Average 2021,CD,104,6,Clinton and Chelsea (CD4),7.37079845,8.846594025,8.070489512
Annual Average 2021,CD,105,6,Midtown (CD5),8.325462784,9.385368461,8.946310852
Annual Average 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),7.292428574,8.584611922,7.855239585
Annual Average 2021,CD,107,6,Upper West Side (CD7),6.624675196,6.979001471,6.794751323
Annual Average 2021,CD,108,6,Upper East Side (CD8),6.725630627,7.420171117,7.031483788
Annual Average 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),6.723241376,6.86569138,6.79355778
Annual Average 2021,CD,110,6,Central Harlem (CD10),6.707417654,6.848309397,6.772465316
Annual Average 2021,CD,111,6,East Harlem (CD11),6.691247028,6.85843087,6.793361386
Annual Average 2021,CD,112,6,Washington Heights and Inwood (CD12),6.586393735,7.554836763,6.875152851
Annual Average 2021,CD,201,6,Mott Haven and Melrose (CD1),6.341955024,7.703522262,6.842618821
Annual Average 2021,CD,202,6,Hunts Point and Longwood (CD2),6.642195161,8.341649395,7.291174225
Annual Average 2021,CD,203,6,Morrisania and Crotona (CD3),6.563721492,6.914496333,6.698096695
Annual Average 2021,CD,204,6,Highbridge and Concourse (CD4),6.406059539,6.985906172,6.654364052
Annual Average 2021,CD,205,6,Fordham and University Heights (CD5),6.486640174,7.032419739,6.764031186
Annual Average 2021,CD,206,6,Belmont and East Tremont (CD6),6.603948275,7.022577082,6.804737138
Annual Average 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.503311799,6.922447041,6.643258842
Annual Average 2021,CD,208,6,Riverdale and Fieldston (CD8),6.391733424,6.828757887,6.547798125
Annual Average 2021,CD,209,6,Parkchester and Soundview (CD9),6.313440218,7.057541101,6.69403683
Annual Average 2021,CD,210,6,Throgs Neck and Co-op City (CD10),6.247655095,6.808875954,6.51787953
Annual Average 2021,CD,211,6,Morris Park and Bronxdale (CD11),6.372801936,6.737219359,6.55246426
Annual Average 2021,CD,212,6,Williamsbridge and Baychester (CD12),6.395905804,6.613822932,6.492117235
Annual Average 2021,CD,301,6,Greenpoint and Williamsburg (CD1),6.981671859,8.687593836,7.744462605
Annual Average 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),6.843459895,7.349732331,7.099629413
Annual Average 2021,CD,303,6,Bedford Stuyvesant (CD3),6.482882882,7.69291492,6.83901039
Annual Average 2021,CD,304,6,Bushwick (CD4),6.399723261,7.579914199,6.871332323
Annual Average 2021,CD,305,6,East New York and Starrett City (CD5),6.131991758,6.968680182,6.510727859
Annual Average 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),6.699030734,7.458913002,7.063171222
Annual Average 2021,CD,307,6,Sunset Park (CD7),6.373437416,7.936756873,6.997014388
Annual Average 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),6.498791053,6.99710685,6.716222573
Annual Average 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),6.39809246,6.594372797,6.501346358
Annual Average 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),6.272789509,6.852020895,6.533140942
Annual Average 2021,CD,311,6,Bensonhurst (CD11),6.282293983,6.460145169,6.370488871
Annual Average 2021,CD,312,6,Borough Park (CD12),6.323691868,6.582554875,6.450384707
Annual Average 2021,CD,313,6,Coney Island (CD13),6.111907415,6.370427118,6.255687694
Annual Average 2021,CD,314,6,Flatbush and Midwood (CD14),6.263904024,6.59097531,6.43107807
Annual Average 2021,CD,315,6,Sheepshead Bay (CD15),6.101215911,6.440140354,6.269496505
Annual Average 2021,CD,316,6,Brownsville (CD16),6.314916491,6.824152033,6.516694888
Annual Average 2021,CD,317,6,East Flatbush (CD17),6.315860979,6.651437461,6.469369371
Annual Average 2021,CD,318,6,Flatlands and Canarsie (CD18),6.028441932,6.421668365,6.245363937
Annual Average 2021,CD,401,6,Long Island City and Astoria (CD1),6.191443628,7.181631455,6.757503962
Annual Average 2021,CD,402,6,Woodside and Sunnyside (CD2),6.67263081,8.840002157,7.607668343
Annual Average 2021,CD,403,6,Jackson Heights (CD3),6.384314388,6.995871723,6.644332844
Annual Average 2021,CD,404,6,Elmhurst and Corona (CD4),6.495399723,6.968688491,6.711902664
Annual Average 2021,CD,405,6,Ridgewood and Maspeth (CD5),6.201789466,8.040532578,6.961902901
Annual Average 2021,CD,406,6,Rego Park and Forest Hills (CD6),6.284104389,6.605129223,6.428650047
Annual Average 2021,CD,407,6,Flushing and Whitestone (CD7),6.186262596,6.930952969,6.46952393
Annual Average 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),6.159250911,6.466811178,6.294422271
Annual Average 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),6.280148302,6.687717185,6.456403863
Annual Average 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),6.072195015,6.327084733,6.194084833
Annual Average 2021,CD,411,6,Bayside and Little Neck (CD11),6.118893802,6.488620193,6.280127652
Annual Average 2021,CD,412,6,Jamaica and Hollis (CD12),6.062665271,6.764821468,6.330484771
Annual Average 2021,CD,413,6,Queens Village (CD13),5.997310932,6.840978788,6.338519067
Annual Average 2021,CD,414,6,Rockaway and Broad Channel (CD14),5.8602343,5.983078481,5.918832207
Annual Average 2021,CD,501,6,St. George and Stapleton (CD1),6.213518679,6.463578519,6.335447406
Annual Average 2021,CD,502,6,South Beach and Willowbrook (CD2),6.07237535,6.2541895,6.158779317
Annual Average 2021,CD,503,6,Tottenville and Great Kills (CD3),5.938066144,6.114583762,6.029808193
Annual Average 2021,UHF42,101,4,Kingsbridge - Riverdale,6.390514532,6.935551735,6.565820909
Annual Average 2021,UHF42,102,4,Northeast Bronx,6.373479606,6.660938487,6.493489505
Annual Average 2021,UHF42,103,4,Fordham - Bronx Pk,6.434778187,6.787309527,6.58259927
Annual Average 2021,UHF42,104,4,Pelham - Throgs Neck,6.275263732,7.01232043,6.597621828
Annual Average 2021,UHF42,105,4,Crotona -Tremont,6.548025755,7.055268267,6.794969345
Annual Average 2021,UHF42,106,4,High Bridge - Morrisania,6.399095728,6.90551201,6.629757249
Annual Average 2021,UHF42,107,4,Hunts Point - Mott Haven,6.185303435,7.859330252,6.979984447
Annual Average 2021,UHF42,201,4,Greenpoint,6.996334811,8.519696782,7.670414078
Annual Average 2021,UHF42,202,4,Downtown - Heights - Slope,6.705043453,7.475445624,7.09930316
Annual Average 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,6.371755956,6.908950123,6.605377793
Annual Average 2021,UHF42,204,4,East New York,6.247590873,6.988321776,6.549541035
Annual Average 2021,UHF42,205,4,Sunset Park,6.353886721,7.91526253,6.989881539
Annual Average 2021,UHF42,206,4,Borough Park,6.32315834,6.554152479,6.43137482
Annual Average 2021,UHF42,207,4,East Flatbush - Flatbush,6.280913007,6.598138934,6.436576312
Annual Average 2021,UHF42,208,4,Canarsie - Flatlands,6.030064812,6.609448186,6.266817392
Annual Average 2021,UHF42,209,4,Bensonhurst - Bay Ridge,6.209332704,6.736526182,6.431367091
Annual Average 2021,UHF42,210,4,Coney Island - Sheepshead Bay,6.108951793,6.416386939,6.270061176
Annual Average 2021,UHF42,211,4,Williamsburg - Bushwick,6.52624838,8.27449733,7.247995672
Annual Average 2021,UHF42,301,4,Washington Heights,6.614975677,7.398382048,6.863263918
Annual Average 2021,UHF42,302,4,Central Harlem - Morningside Heights,6.711095647,6.85652401,6.782473216
Annual Average 2021,UHF42,303,4,East Harlem,6.684736748,6.855653647,6.788910431
Annual Average 2021,UHF42,304,4,Upper West Side,6.639977889,6.98119028,6.799980284
Annual Average 2021,UHF42,305,4,Upper East Side,6.721830138,7.379288544,7.018751653
Annual Average 2021,UHF42,306,4,Chelsea - Clinton,7.496556425,9.282564333,8.44115285
Annual Average 2021,UHF42,307,4,Gramercy Park - Murray Hill,7.39679375,9.08921142,8.154833608
Annual Average 2021,UHF42,308,4,Greenwich Village - SoHo,7.815005002,8.707176169,8.224712887
Annual Average 2021,UHF42,309,4,Union Square - Lower East Side,6.84066664,8.987261832,7.795986752
Annual Average 2021,UHF42,310,4,Lower Manhattan,7.260847476,7.908382991,7.581538553
Annual Average 2021,UHF42,401,4,Long Island City - Astoria,6.615252394,7.999920913,7.195535359
Annual Average 2021,UHF42,402,4,West Queens,6.445640544,8.461468047,7.136551972
Annual Average 2021,UHF42,403,4,Flushing - Clearview,6.188951344,6.872613837,6.451618915
Annual Average 2021,UHF42,404,4,Bayside - Little Neck,6.111331845,6.519550462,6.290971464
Annual Average 2021,UHF42,405,4,Ridgewood - Forest Hills,6.207271184,6.872890794,6.543910861
Annual Average 2021,UHF42,406,4,Fresh Meadows,6.150842302,6.424268497,6.265314982
Annual Average 2021,UHF42,407,4,Southwest Queens,6.095680495,6.494399664,6.297781718
Annual Average 2021,UHF42,408,4,Jamaica,6.069501189,6.820626928,6.429082861
Annual Average 2021,UHF42,409,4,Southeast Queens,5.998832284,6.342104016,6.229557151
Annual Average 2021,UHF42,410,4,Rockaways,5.860066138,5.984753269,5.919665546
Annual Average 2021,UHF42,501,4,Port Richmond,6.241321767,6.508977883,6.366716674
Annual Average 2021,UHF42,502,4,Stapleton - St. George,6.117106739,6.407631098,6.249466758
Annual Average 2021,UHF42,503,4,Willowbrook,6.07412635,6.362951256,6.178614542
Annual Average 2021,UHF42,504,4,South Beach - Tottenville,5.943815121,6.138050193,6.043162387
Annual Average 2021,UHF34,101,3,Kingsbridge - Riverdale,6.390514532,6.935551735,6.565820909
Annual Average 2021,UHF34,102,3,Northeast Bronx,6.373477984,6.660947666,6.493490746
Annual Average 2021,UHF34,103,3,Fordham - Bronx Park,6.434778187,6.787309527,6.58259927
Annual Average 2021,UHF34,104,3,Pelham - Throgs Neck,6.275263732,7.01232043,6.597621828
Annual Average 2021,UHF34,201,3,Greenpoint,6.996334811,8.519696782,7.670414078
Annual Average 2021,UHF34,202,3,Downtown - Heights - Slope,6.705043453,7.475445624,7.09930316
Annual Average 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,6.371755956,6.908950123,6.605377793
Annual Average 2021,UHF34,204,3,East New York,6.247590873,6.988321776,6.549541035
Annual Average 2021,UHF34,205,3,Sunset Park,6.35389055,7.915474378,6.990127119
Annual Average 2021,UHF34,206,3,Borough Park,6.32315834,6.554152479,6.43137482
Annual Average 2021,UHF34,207,3,East Flatbush - Flatbush,6.280913007,6.598138934,6.436576312
Annual Average 2021,UHF34,208,3,Canarsie - Flatlands,6.030064812,6.609448186,6.266817392
Annual Average 2021,UHF34,209,3,Bensonhurst - Bay Ridge,6.209332704,6.736526182,6.431367091
Annual Average 2021,UHF34,210,3,Coney Island - Sheepshead Bay,6.108951793,6.416386939,6.270061176
Annual Average 2021,UHF34,211,3,Williamsburg - Bushwick,6.52624838,8.27449733,7.247995672
Annual Average 2021,UHF34,301,3,Washington Heights - Inwood,6.614981181,7.39833104,6.8632673
Annual Average 2021,UHF34,302,3,Central Harlem - Morningside Heights,6.711085802,6.856525356,6.782480846
Annual Average 2021,UHF34,303,3,East Harlem,6.684736748,6.855653647,6.788910431
Annual Average 2021,UHF34,304,3,Upper West Side,6.639978256,6.981173183,6.799969025
Annual Average 2021,UHF34,401,3,Long Island City - Astoria,6.615252394,7.999920913,7.195535359
Annual Average 2021,UHF34,402,3,West Queens,6.445640544,8.461468047,7.136551972
Annual Average 2021,UHF34,403,3,Flushing - Clearview,6.188859466,6.87387327,6.451081609
Annual Average 2021,UHF34,405,3,Ridgewood - Forest Hills,6.207271184,6.872890794,6.543910861
Annual Average 2021,UHF34,407,3,Southwest Queens,6.095810848,6.494529392,6.297910176
Annual Average 2021,UHF34,408,3,Jamaica,6.069509379,6.820595986,6.429053208
Annual Average 2021,UHF34,409,3,Southeast Queens,5.998836731,6.342038463,6.22951803
Annual Average 2021,UHF34,410,3,Rockaway,5.860066138,5.984753269,5.919665546
Annual Average 2021,UHF34,305307,3,Upper East Side - Gramercy,6.822530127,8.780810698,7.551693077
Annual Average 2021,UHF34,306308,3,Chelsea - Village,7.620998345,9.176967513,8.368387811
Annual Average 2021,UHF34,309310,3,"Union Square, Lower Manhattan",6.916171251,8.85867293,7.728706348
Annual Average 2021,UHF34,404406,3,Bayside - Meadows,6.123516361,6.48029559,6.282001681
Annual Average 2021,UHF34,501502,3,Northern SI,6.137803147,6.436672673,6.290312054
Annual Average 2021,UHF34,503504,3,Southern SI,5.967249665,6.227358453,6.093326481
Annual Average 2021,UHF34,105106107,3,South Bronx,6.38384187,7.435027208,6.826255998
Annual Average 2021,Borough,1,1,Bronx,6.357625332,7.014704089,6.644257031
Annual Average 2021,Borough,2,1,Brooklyn,6.161746322,7.309418918,6.6345102
Annual Average 2021,Borough,3,1,Manhattan,6.682091072,8.740036053,7.406968016
Annual Average 2021,Borough,4,1,Queens,6.042001871,7.019747309,6.477947053
Annual Average 2021,Borough,5,1,Staten Island,5.988487946,6.37648583,6.152014512
Annual Average 2021,Citywide,1,0,New York City,6.0541939,7.165557402,6.538726113
Summer 2021,CD,101,6,Financial District (CD1),9.29162851,10.02312988,9.667357714
Summer 2021,CD,102,6,Greenwich Village and Soho (CD2),9.932073663,11.13367376,10.50378762
Summer 2021,CD,103,6,Lower East Side and Chinatown (CD3),8.760287797,10.66184899,9.606349343
Summer 2021,CD,104,6,Clinton and Chelsea (CD4),9.228665328,10.88240847,10.01578762
Summer 2021,CD,105,6,Midtown (CD5),10.26076975,11.37305436,10.94066729
Summer 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),9.182588666,10.56323895,9.770334709
Summer 2021,CD,107,6,Upper West Side (CD7),8.569888909,8.861284091,8.704548925
Summer 2021,CD,108,6,Upper East Side (CD8),8.628349361,9.244617214,8.903031825
Summer 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.672208686,8.88895727,8.778961595
Summer 2021,CD,110,6,Central Harlem (CD10),8.680524703,8.871014678,8.778432715
Summer 2021,CD,111,6,East Harlem (CD11),8.590514238,8.795745154,8.697843674
Summer 2021,CD,112,6,Washington Heights and Inwood (CD12),8.6927229,9.113631253,8.838169723
Summer 2021,CD,201,6,Mott Haven and Melrose (CD1),8.343690199,9.677867665,8.800424193
Summer 2021,CD,202,6,Hunts Point and Longwood (CD2),8.66639507,10.38681924,9.30273131
Summer 2021,CD,203,6,Morrisania and Crotona (CD3),8.599760768,8.83361781,8.708202888
Summer 2021,CD,204,6,Highbridge and Concourse (CD4),8.426870487,8.762014128,8.599256117
Summer 2021,CD,205,6,Fordham and University Heights (CD5),8.532288767,8.89396409,8.70723276
Summer 2021,CD,206,6,Belmont and East Tremont (CD6),8.628905177,8.923899282,8.775066774
Summer 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),8.629952959,8.857665809,8.715545948
Summer 2021,CD,208,6,Riverdale and Fieldston (CD8),8.568580895,8.828077034,8.675549554
Summer 2021,CD,209,6,Parkchester and Soundview (CD9),8.291656642,8.938653499,8.626986884
Summer 2021,CD,210,6,Throgs Neck and Co-op City (CD10),8.163434535,8.763550048,8.412646886
Summer 2021,CD,211,6,Morris Park and Bronxdale (CD11),8.433206186,8.759308452,8.59284468
Summer 2021,CD,212,6,Williamsbridge and Baychester (CD12),8.494715364,8.634330548,8.565071054
Summer 2021,CD,301,6,Greenpoint and Williamsburg (CD1),8.897928316,10.75354728,9.719802171
Summer 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),8.793629989,9.310406742,9.052284879
Summer 2021,CD,303,6,Bedford Stuyvesant (CD3),8.375047787,9.68808093,8.770812864
Summer 2021,CD,304,6,Bushwick (CD4),8.234766356,9.565358133,8.778825717
Summer 2021,CD,305,6,East New York and Starrett City (CD5),7.815611594,8.734717009,8.250709837
Summer 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),8.734974126,9.477754957,9.079395204
Summer 2021,CD,307,6,Sunset Park (CD7),8.333192022,9.94648038,8.97075379
Summer 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),8.365546893,8.972058603,8.635505509
Summer 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.285202784,8.518422812,8.410817946
Summer 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.165519622,8.747102676,8.455141047
Summer 2021,CD,311,6,Bensonhurst (CD11),8.113973916,8.351546352,8.238273731
Summer 2021,CD,312,6,Borough Park (CD12),8.217146823,8.503633998,8.376875681
Summer 2021,CD,313,6,Coney Island (CD13),7.876317681,8.079855488,7.994931509
Summer 2021,CD,314,6,Flatbush and Midwood (CD14),8.086375557,8.480927612,8.297361286
Summer 2021,CD,315,6,Sheepshead Bay (CD15),7.762482906,8.194421831,7.994349995
Summer 2021,CD,316,6,Brownsville (CD16),8.154515284,8.628220236,8.339782078
Summer 2021,CD,317,6,East Flatbush (CD17),8.162837811,8.523625429,8.313172395
Summer 2021,CD,318,6,Flatlands and Canarsie (CD18),7.676204359,8.212939875,7.970374526
Summer 2021,CD,401,6,Long Island City and Astoria (CD1),8.145628211,9.105556022,8.684350721
Summer 2021,CD,402,6,Woodside and Sunnyside (CD2),8.509254614,10.80985324,9.510555664
Summer 2021,CD,403,6,Jackson Heights (CD3),8.225090763,8.873244975,8.496216561
Summer 2021,CD,404,6,Elmhurst and Corona (CD4),8.257734547,8.83810936,8.505962415
Summer 2021,CD,405,6,Ridgewood and Maspeth (CD5),8.006015784,9.990358104,8.814331895
Summer 2021,CD,406,6,Rego Park and Forest Hills (CD6),8.032393333,8.263484571,8.148792941
Summer 2021,CD,407,6,Flushing and Whitestone (CD7),7.959641264,8.724741433,8.262264235
Summer 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.757716365,8.050446448,7.913744937
Summer 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),7.994110755,8.287682105,8.127720145
Summer 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),7.668367558,7.931053787,7.782968332
Summer 2021,CD,411,6,Bayside and Little Neck (CD11),7.717642454,8.069291519,7.90829535
Summer 2021,CD,412,6,Jamaica and Hollis (CD12),7.564218782,8.345453278,7.865408314
Summer 2021,CD,413,6,Queens Village (CD13),7.408815703,8.251395137,7.801814418
Summer 2021,CD,414,6,Rockaway and Broad Channel (CD14),7.124881068,7.395066525,7.248801127
Summer 2021,CD,501,6,St. George and Stapleton (CD1),8.134111798,8.410842095,8.261454273
Summer 2021,CD,502,6,South Beach and Willowbrook (CD2),7.802495921,8.085602947,7.947066982
Summer 2021,CD,503,6,Tottenville and Great Kills (CD3),7.378083758,7.737715576,7.580986238
Summer 2021,UHF42,101,4,Kingsbridge - Riverdale,8.567449517,8.858536887,8.683914982
Summer 2021,UHF42,102,4,Northeast Bronx,8.43912704,8.61661835,8.537768679
Summer 2021,UHF42,103,4,Fordham - Bronx Pk,8.550026588,8.829489088,8.667146661
Summer 2021,UHF42,104,4,Pelham - Throgs Neck,8.202581508,8.894681109,8.527577027
Summer 2021,UHF42,105,4,Crotona -Tremont,8.578625722,8.898415272,8.73257354
Summer 2021,UHF42,106,4,High Bridge - Morrisania,8.41404468,8.745172349,8.597426702
Summer 2021,UHF42,107,4,Hunts Point - Mott Haven,8.139152253,9.872692462,8.966066841
Summer 2021,UHF42,201,4,Greenpoint,8.894116141,10.57890783,9.632854433
Summer 2021,UHF42,202,4,Downtown - Heights - Slope,8.719564026,9.477730667,9.081263915
Summer 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.201475251,8.841466971,8.488168953
Summer 2021,UHF42,204,4,East New York,7.965651521,8.754360158,8.306702536
Summer 2021,UHF42,205,4,Sunset Park,8.337976283,9.911509657,8.970120104
Summer 2021,UHF42,206,4,Borough Park,8.201626014,8.477784078,8.338108221
Summer 2021,UHF42,207,4,East Flatbush - Flatbush,8.095483247,8.503207479,8.298568769
Summer 2021,UHF42,208,4,Canarsie - Flatlands,7.679689755,8.401240133,7.989197619
Summer 2021,UHF42,209,4,Bensonhurst - Bay Ridge,8.040053739,8.660785662,8.315933331
Summer 2021,UHF42,210,4,Coney Island - Sheepshead Bay,7.829757411,8.181269766,8.006196328
Summer 2021,UHF42,211,4,Williamsburg - Bushwick,8.441855459,10.30216397,9.207531233
Summer 2021,UHF42,301,4,Washington Heights,8.69946391,9.050289246,8.834190204
Summer 2021,UHF42,302,4,Central Harlem - Morningside Heights,8.679039953,8.872893738,8.774971583
Summer 2021,UHF42,303,4,East Harlem,8.586015086,8.78611864,8.689396724
Summer 2021,UHF42,304,4,Upper West Side,8.573994529,8.865155438,8.711138978
Summer 2021,UHF42,305,4,Upper East Side,8.625582476,9.208812842,8.891296179
Summer 2021,UHF42,306,4,Chelsea - Clinton,9.366323806,11.29259142,10.41677206
Summer 2021,UHF42,307,4,Gramercy Park - Murray Hill,9.257351129,11.08031053,10.07341546
Summer 2021,UHF42,308,4,Greenwich Village - SoHo,9.742254339,10.79826103,10.23393992
Summer 2021,UHF42,309,4,Union Square - Lower East Side,8.803598368,11.04792251,9.802277018
Summer 2021,UHF42,310,4,Lower Manhattan,9.262198949,9.943786308,9.598325146
Summer 2021,UHF42,401,4,Long Island City - Astoria,8.556060468,9.953419153,9.132902315
Summer 2021,UHF42,402,4,West Queens,8.260347578,10.33332768,8.987049963
Summer 2021,UHF42,403,4,Flushing - Clearview,7.960183586,8.674345858,8.244083128
Summer 2021,UHF42,404,4,Bayside - Little Neck,7.717264227,8.072950128,7.900935796
Summer 2021,UHF42,405,4,Ridgewood - Forest Hills,8.002443183,8.731644533,8.33866755
Summer 2021,UHF42,406,4,Fresh Meadows,7.853031768,8.005557752,7.92415998
Summer 2021,UHF42,407,4,Southwest Queens,7.69566002,8.133094327,7.921716633
Summer 2021,UHF42,408,4,Jamaica,7.583766877,8.399897645,7.979677892
Summer 2021,UHF42,409,4,Southeast Queens,7.411090681,7.76785912,7.692548231
Summer 2021,UHF42,410,4,Rockaways,7.124793957,7.39007765,7.246336585
Summer 2021,UHF42,501,4,Port Richmond,8.159984117,8.434880468,8.299807749
Summer 2021,UHF42,502,4,Stapleton - St. George,7.956888463,8.387323624,8.145374336
Summer 2021,UHF42,503,4,Willowbrook,7.810811123,8.163885613,7.968569343
Summer 2021,UHF42,504,4,South Beach - Tottenville,7.392876298,7.815028266,7.6181679
Summer 2021,UHF34,101,3,Kingsbridge - Riverdale,8.567449517,8.858536887,8.683914982
Summer 2021,UHF34,102,3,Northeast Bronx,8.43912456,8.616624596,8.537764781
Summer 2021,UHF34,103,3,Fordham - Bronx Park,8.550026588,8.829489088,8.667146661
Summer 2021,UHF34,104,3,Pelham - Throgs Neck,8.202581508,8.894681109,8.527577027
Summer 2021,UHF34,201,3,Greenpoint,8.894116141,10.57890783,9.632854433
Summer 2021,UHF34,202,3,Downtown - Heights - Slope,8.719564026,9.477730667,9.081263915
Summer 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.201475251,8.841466971,8.488168953
Summer 2021,UHF34,204,3,East New York,7.965651521,8.754360158,8.306702536
Summer 2021,UHF34,205,3,Sunset Park,8.337987329,9.912113239,8.970393662
Summer 2021,UHF34,206,3,Borough Park,8.201626014,8.477784078,8.338108221
Summer 2021,UHF34,207,3,East Flatbush - Flatbush,8.095483247,8.503207479,8.298568769
Summer 2021,UHF34,208,3,Canarsie - Flatlands,7.679689755,8.401240133,7.989197619
Summer 2021,UHF34,209,3,Bensonhurst - Bay Ridge,8.040053739,8.660785662,8.315933331
Summer 2021,UHF34,210,3,Coney Island - Sheepshead Bay,7.829757411,8.181269766,8.006196328
Summer 2021,UHF34,211,3,Williamsburg - Bushwick,8.441855459,10.30216397,9.207531233
Summer 2021,UHF34,301,3,Washington Heights - Inwood,8.699467232,9.050160928,8.834187313
Summer 2021,UHF34,302,3,Central Harlem - Morningside Heights,8.67903757,8.872910278,8.774979494
Summer 2021,UHF34,303,3,East Harlem,8.586015086,8.78611864,8.689396724
Summer 2021,UHF34,304,3,Upper West Side,8.574004369,8.865035721,8.711141693
Summer 2021,UHF34,401,3,Long Island City - Astoria,8.556060468,9.953419153,9.132902315
Summer 2021,UHF34,402,3,West Queens,8.260347578,10.33332768,8.987049963
Summer 2021,UHF34,403,3,Flushing - Clearview,7.959839867,8.675911086,8.244365949
Summer 2021,UHF34,405,3,Ridgewood - Forest Hills,8.002443183,8.731644533,8.33866755
Summer 2021,UHF34,407,3,Southwest Queens,7.695822918,8.133148872,7.921877507
Summer 2021,UHF34,408,3,Jamaica,7.583781686,8.399792838,7.979686257
Summer 2021,UHF34,409,3,Southeast Queens,7.411094524,7.767820384,7.692537752
Summer 2021,UHF34,410,3,Rockaway,7.124793957,7.39007765,7.246336585
Summer 2021,UHF34,305307,3,Upper East Side - Gramercy,8.708291669,10.75117639,9.445861401
Summer 2021,UHF34,306308,3,Chelsea - Village,9.496428146,11.20617759,10.35523474
Summer 2021,UHF34,309310,3,"Union Square, Lower Manhattan",8.883177503,10.88998186,9.738289703
Summer 2021,UHF34,404406,3,Bayside - Meadows,7.763467964,8.05302538,7.911146996
Summer 2021,UHF34,501502,3,Northern SI,7.982757487,8.400586348,8.199178006
Summer 2021,UHF34,503504,3,Southern SI,7.448789468,8.039117437,7.747937491
Summer 2021,UHF34,105106107,3,South Bronx,8.39013458,9.376446505,8.792481229
Summer 2021,Borough,1,1,Bronx,8.321139664,8.907997789,8.64081859
Summer 2021,Borough,2,1,Brooklyn,7.891017564,9.24444609,8.490756288
Summer 2021,Borough,3,1,Manhattan,8.66160954,10.76341448,9.364910777
Summer 2021,Borough,4,1,Queens,7.463721232,8.866828274,8.135956297
Summer 2021,Borough,5,1,Staten Island,7.494070875,8.268129944,7.882400248
Summer 2021,Citywide,1,0,New York City,7.61737787,9.064884438,8.32619358
Winter 2020-21,CD,101,6,Financial District (CD1),7.421445569,8.11863611,7.789747939
Winter 2020-21,CD,102,6,Greenwich Village and Soho (CD2),8.183620704,9.145502584,8.601113901
Winter 2020-21,CD,103,6,Lower East Side and Chinatown (CD3),6.911963232,8.771116769,7.721812086
Winter 2020-21,CD,104,6,Clinton and Chelsea (CD4),7.516818625,8.955286789,8.210055018
Winter 2020-21,CD,105,6,Midtown (CD5),8.443691415,9.531652819,9.067792916
Winter 2020-21,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),7.411596282,8.712362185,7.985021676
Winter 2020-21,CD,107,6,Upper West Side (CD7),6.619671543,7.062551102,6.835727638
Winter 2020-21,CD,108,6,Upper East Side (CD8),6.767840538,7.557171236,7.113967254
Winter 2020-21,CD,109,6,Morningside Heights and Hamilton Heights (CD9),6.684363202,6.825446793,6.755322078
Winter 2020-21,CD,110,6,Central Harlem (CD10),6.65078103,6.795946677,6.720790448
Winter 2020-21,CD,111,6,East Harlem (CD11),6.705981859,6.905298621,6.821440653
Winter 2020-21,CD,112,6,Washington Heights and Inwood (CD12),6.393616464,7.788726167,6.819667468
Winter 2020-21,CD,201,6,Mott Haven and Melrose (CD1),6.27266012,7.98291058,6.907172966
Winter 2020-21,CD,202,6,Hunts Point and Longwood (CD2),6.562950795,8.713499926,7.413674015
Winter 2020-21,CD,203,6,Morrisania and Crotona (CD3),6.468625573,6.924409045,6.632313723
Winter 2020-21,CD,204,6,Highbridge and Concourse (CD4),6.308052572,7.073539474,6.621893635
Winter 2020-21,CD,205,6,Fordham and University Heights (CD5),6.344656903,7.130084683,6.714223259
Winter 2020-21,CD,206,6,Belmont and East Tremont (CD6),6.466724686,7.095092291,6.73846038
